NF Número;Série;Mod;Data;CFOP;;Cliente;;Total Nota;ICMS
184061;1;65;25/05/2025;5102;;CLIENTES DIVERSOS;;27,47;0
184062;1;65;25/05/2025;5102;;CLIENTES DIVERSOS;;98,92;0
184063;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;11,42;0
184064;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;34,64;0
184065;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;40,03;0
184066;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;170,66;0
184067;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;37,97;0
184068;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;48,47;0
184069;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;32,27;0
184070;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;61,63;0
184071;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;13,49;0
184072;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;9,81;0
184073;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;16,7;0
184074;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;33,75;0
184075;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;88,44;0
184076;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;70,62;0
184077;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;53,05;0
184078;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;79,99;0
184079;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;48,29;0
184080;1;65;26/05/2025;5102;;CLIENTES DIVERSOS;;266,97;0
184081;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;59,94;0
184082;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;103,09;0
184083;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;28,65;0
184084;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;63,93;0
184085;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;35,98;0
184086;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;90,53;0
184087;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;40,7;0
184088;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;112,03;0
184089;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;58,48;0
184090;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;32,28;0
184091;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;18,36;0
184092;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;45,63;0
184093;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;66,97;0
184094;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;73,51;0
184095;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;9,49;0
184096;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;35,98;0
184097;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;150,24;0
184098;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;223,29;0
184099;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;47,91;0
184100;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;8,68;0
184101;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;48,48;0
184102;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;246,94;0
184103;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;72,2;0
184104;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;83,08;0
184105;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;254,69;0
184106;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;16,59;0
184107;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;115,22;0
184108;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;38,5;0
184109;1;65;27/05/2025;5102;;CLIENTES DIVERSOS;;84,32;0
184110;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;21,61;0
184111;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;67,74;0
184112;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;16,49;0
184113;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;114,99;0
184114;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;83,06;0
184115;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;315,76;0
184116;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;75,59;0
184117;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;14,48;0
184118;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;10,55;0
184119;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;30,06;0
184120;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;65,12;0
184121;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;33,83;0
184122;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;24,19;0
184123;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;95,62;0
184124;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;180,05;0
184125;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;35,92;0
184126;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;40,7;0
184127;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;80,34;0
184128;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;128,24;0
184129;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;13,4;0
184130;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;31,38;0
184131;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;71,29;0
184132;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;39,98;0
184133;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;35,36;0
184134;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;39,09;0
184135;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;24,49;0
184136;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;76,36;0
184137;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;41,57;0
184138;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;13,74;0
184139;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;76,3;0
184140;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;74,28;0
184141;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;78;0
184142;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;92,56;0
184143;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;89,95;0
184144;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;598,71;0
184145;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;24,74;0
184146;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;160,67;0
184147;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;31,24;0
184148;1;65;28/05/2025;5102;;CLIENTES DIVERSOS;;18,41;0
184149;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;18,68;0
184150;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;12,75;0
184151;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;34,19;0
184152;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;34,85;0
184153;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;34,77;0
184154;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;66,53;0
184155;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;33,79;0
184156;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;180,47;0
184157;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;277,34;0
184158;1;65;29/05/2025;5102;;PISCINA AZUL COMERCIO DE PISCINAS EIRELE;;190,16;0
184159;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;64,11;0
184160;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;251,29;0
184161;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;621,68;0
184162;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;54,03;0
184163;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;22,4;0
184164;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;20,8;0
184165;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;387,93;0
184166;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;31,87;0
184167;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;422,46;0
184168;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;115,74;0
184169;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;115,04;0
184170;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;50,43;0
184171;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;26,46;0
184172;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;10,9;0
184173;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;17,25;0
184174;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;138,38;0
184175;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;23,49;0
184176;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;106,5;0
184177;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;147,4;0
184178;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;134,36;0
184179;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;75,17;0
184180;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;57,45;0
184181;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;73,86;0
184182;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;23,06;0
184183;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;22,41;0
184184;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;13,6;0
184185;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;72,3;0
184186;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;137,57;0
184187;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;39,49;0
184188;1;65;29/05/2025;5102;;CLIENTES DIVERSOS;;56,16;0
184189;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;37,98;0
184190;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;25,37;0
184191;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;48,16;0
184192;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;3,63;0
184193;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;66,28;0
184194;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;69,48;0
184195;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;18,69;0
184196;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;101,71;0
184197;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;16,81;0
184198;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;90,79;0
184199;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;59,22;0
184200;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;13,32;0
184201;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;70,19;0
184202;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;167,59;0
184203;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;11,74;0
184204;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;23,21;0
184205;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;47,8;0
184206;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;21,18;0
184207;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;42,22;0
184208;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;12,45;0
184209;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;17,99;0
184210;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;38,9;0
184211;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;36,04;0
184212;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;18,97;0
184213;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;89;0
184214;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;81,83;0
184215;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;13,8;0
184216;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;24,9;0
184217;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;155,71;0
184218;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;23,97;0
184219;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;82,16;0
184220;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;82,3;0
184221;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;516,37;0
184222;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;8,09;0
184223;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;34,18;0
184224;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;25,96;0
184225;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;146,31;0
184226;1;65;30/05/2025;5102;;CLIENTES DIVERSOS;;77,96;0
184227;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;18;0
184228;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;33,87;0
184229;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;40,03;0
184230;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;133,29;0
184231;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;70,84;0
184232;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;42,98;0
184233;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;35,97;0
184234;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;23,05;0
184235;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;102,99;0
184236;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;44,79;0
184237;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;107,81;0
184238;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;63,77;0
184239;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;38,94;0
184240;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;33,19;0
184241;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;53;0
184242;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;26,25;0
184243;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;22,88;0
184244;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;45,36;0
184245;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;88,19;0
184246;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;88,34;0
184247;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;51,42;0
184248;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;81,99;0
184249;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;151,63;0
184250;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;282,19;0
184251;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;137,01;0
184252;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;211,42;0
184253;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;89,77;0
184254;1;65;31/05/2025;5102;;CLIENTES DIVERSOS;;53,31;0
;;;;;;;;69.508,86;0
